---SIMILARITIES VIDEO URL <-> IP BETWEEN DIFFERENT VANTAGE POINTS---
https://youtu.be/05HuTGeF5AA
                              ID                           Url                                                IP      VantagePoint
220   2020-10-29 12:11:04.401848  https://youtu.be/CDCHaDC6tXo  [173.194.167.234]                                ip-172-31-14-163
269   2020-10-29 18:10:30.380486  https://youtu.be/CDCHaDC6tXo  [74.125.170.236]                                 ip-172-31-14-163
318   2020-10-30 00:10:06.577509  https://youtu.be/CDCHaDC6tXo  [74.125.170.236]                                 ip-172-31-14-163
367   2020-10-30 06:10:31.204120  https://youtu.be/CDCHaDC6tXo  [74.125.170.236]                                 ip-172-31-14-163
416   2020-10-27 12:11:59.076539  https://youtu.be/CDCHaDC6tXo  [173.194.7.12]                                   ip-172-31-85-175
465   2020-10-27 18:10:39.090989  https://youtu.be/CDCHaDC6tXo  [173.194.184.140]                                ip-172-31-85-175
514   2020-10-28 00:10:49.866169  https://youtu.be/CDCHaDC6tXo  [173.194.7.12]                                   ip-172-31-85-175
563   2020-10-28 06:10:03.604403  https://youtu.be/CDCHaDC6tXo  [173.194.7.12]                                   ip-172-31-85-175
612   2020-10-29 12:10:25.515706  https://youtu.be/CDCHaDC6tXo  [173.194.7.12]                                   ip-172-31-85-175
661   2020-10-29 18:10:21.497086  https://youtu.be/CDCHaDC6tXo  [173.194.7.12]                                   ip-172-31-85-175
710   2020-10-30 00:09:52.011116  https://youtu.be/CDCHaDC6tXo  [173.194.7.12]                                   ip-172-31-85-175
759   2020-10-30 06:10:12.459168  https://youtu.be/CDCHaDC6tXo  [173.194.184.140]                                ip-172-31-85-175
809   2020-10-27 12:12:36.649441  https://youtu.be/CDCHaDC6tXo  [173.194.188.202]                                ip-172-31-43-135
858   2020-10-27 18:11:38.659795  https://youtu.be/CDCHaDC6tXo  [173.194.188.202]                                ip-172-31-43-135
907   2020-10-28 00:10:56.391117  https://youtu.be/CDCHaDC6tXo  [173.194.187.10]                                 ip-172-31-43-135
956   2020-10-28 06:11:05.700567  https://youtu.be/CDCHaDC6tXo  [173.194.188.202]                                ip-172-31-43-135
1005  2020-10-29 12:11:28.039524  https://youtu.be/CDCHaDC6tXo  [173.194.188.202]                                ip-172-31-43-135
1054  2020-10-29 18:11:13.512649  https://youtu.be/CDCHaDC6tXo  [172.217.18.14, 216.58.207.46, 173.194.188.202]  ip-172-31-43-135
1103  2020-10-30 00:10:47.783013  https://youtu.be/CDCHaDC6tXo  [173.194.188.202]                                ip-172-31-43-135
1152  2020-10-30 06:10:56.402346  https://youtu.be/CDCHaDC6tXo  [173.194.187.10]                                 ip-172-31-43-135
1201  2020-10-27 12:14:56.952104  https://youtu.be/CDCHaDC6tXo  [74.125.158.44]                                  ip-172-31-13-30
1250  2020-10-27 18:14:27.405875  https://youtu.be/CDCHaDC6tXo  [74.125.158.44]                                  ip-172-31-13-30
1299  2020-10-28 00:12:09.185037  https://youtu.be/CDCHaDC6tXo  [173.194.154.106]                                ip-172-31-13-30
1348  2020-10-28 06:11:28.738297  https://youtu.be/CDCHaDC6tXo  [74.125.158.44]                                  ip-172-31-13-30
1397  2020-10-29 12:11:12.380307  https://youtu.be/CDCHaDC6tXo  [173.194.154.106]                                ip-172-31-13-30
1446  2020-10-29 18:11:02.487229  https://youtu.be/CDCHaDC6tXo  [173.194.154.106]                                ip-172-31-13-30
1495  2020-10-30 00:11:54.362911  https://youtu.be/CDCHaDC6tXo  [173.194.154.106]                                ip-172-31-13-30
1544  2020-10-30 06:11:32.885398  https://youtu.be/CDCHaDC6tXo  [173.194.154.106]                                ip-172-31-13-30
1592  2020-10-27 12:14:35.600699  https://youtu.be/CDCHaDC6tXo  [173.194.49.252]                                 ip-172-31-4-22
1641  2020-10-27 18:12:57.974795  https://youtu.be/CDCHaDC6tXo  [173.194.49.74]                                  ip-172-31-4-22
1687  2020-10-28 00:11:56.655229  https://youtu.be/CDCHaDC6tXo  [173.194.49.252]                                 ip-172-31-4-22
1735  2020-10-28 06:11:32.472801  https://youtu.be/CDCHaDC6tXo  [173.194.49.252]                                 ip-172-31-4-22
1783  2020-10-29 12:11:45.417602  https://youtu.be/CDCHaDC6tXo  [173.194.49.74]                                  ip-172-31-4-22
1831  2020-10-29 18:11:57.745013  https://youtu.be/CDCHaDC6tXo  [173.194.49.74]                                  ip-172-31-4-22
1879  2020-10-30 00:11:40.041374  https://youtu.be/CDCHaDC6tXo  [173.194.49.74]                                  ip-172-31-4-22
1927  2020-10-30 06:11:20.482806  https://youtu.be/CDCHaDC6tXo  [173.194.49.252]                                 ip-172-31-4-22


https://youtu.be/Cfliq0u_IKY
                              ID                           Url                                                                IP      VantagePoint
46    2020-10-27 12:22:33.204833  https://youtu.be/Cfliq0u_IKY  [74.125.170.203, 74.125.170.200, 173.194.166.27, 173.194.166.24]  ip-172-31-14-163
95    2020-10-27 18:20:28.044757  https://youtu.be/Cfliq0u_IKY  [74.125.157.10, 173.194.166.27]                                   ip-172-31-14-163
144   2020-10-28 00:19:44.159740  https://youtu.be/Cfliq0u_IKY  [74.125.170.203, 173.194.166.27]                                  ip-172-31-14-163
193   2020-10-28 06:19:17.708283  https://youtu.be/Cfliq0u_IKY  [74.125.157.10]                                                   ip-172-31-14-163
242   2020-10-29 12:19:20.539233  https://youtu.be/Cfliq0u_IKY  [74.125.157.10]                                                   ip-172-31-14-163
291   2020-10-29 18:18:53.207756  https://youtu.be/Cfliq0u_IKY  [74.125.170.203]                                                  ip-172-31-14-163
340   2020-10-30 00:18:49.028637  https://youtu.be/Cfliq0u_IKY  [74.125.170.203]                                                  ip-172-31-14-163
389   2020-10-30 06:18:32.732139  https://youtu.be/Cfliq0u_IKY  [74.125.157.10]                                                   ip-172-31-14-163
438   2020-10-27 12:21:23.123791  https://youtu.be/Cfliq0u_IKY  [173.194.184.107, 172.217.129.10]                                 ip-172-31-85-175
487   2020-10-27 18:19:34.826355  https://youtu.be/Cfliq0u_IKY  [173.194.53.203, 172.217.129.10]                                  ip-172-31-85-175
536   2020-10-28 00:19:12.341300  https://youtu.be/Cfliq0u_IKY  [173.194.53.203]                                                  ip-172-31-85-175
585   2020-10-28 06:18:54.214638  https://youtu.be/Cfliq0u_IKY  [173.194.53.203]                                                  ip-172-31-85-175
634   2020-10-29 12:18:37.839611  https://youtu.be/Cfliq0u_IKY  [173.194.184.107]                                                 ip-172-31-85-175
683   2020-10-29 18:18:41.586381  https://youtu.be/Cfliq0u_IKY  [173.194.184.107]                                                 ip-172-31-85-175
732   2020-10-30 00:18:08.428991  https://youtu.be/Cfliq0u_IKY  [173.194.184.107]                                                 ip-172-31-85-175
781   2020-10-30 06:18:38.406622  https://youtu.be/Cfliq0u_IKY  [172.217.164.142, 173.194.184.107]                                ip-172-31-85-175
830   2020-10-27 12:21:54.802742  https://youtu.be/Cfliq0u_IKY  [173.194.182.202, 173.194.182.202]                                ip-172-31-43-135
879   2020-10-27 18:20:14.076337  https://youtu.be/Cfliq0u_IKY  [173.194.182.202]                                                 ip-172-31-43-135
928   2020-10-28 00:19:22.124972  https://youtu.be/Cfliq0u_IKY  [173.194.182.202]                                                 ip-172-31-43-135
977   2020-10-28 06:19:19.466933  https://youtu.be/Cfliq0u_IKY  [173.194.182.202]                                                 ip-172-31-43-135
1026  2020-10-29 12:19:54.554821  https://youtu.be/Cfliq0u_IKY  [74.125.11.11, 173.194.182.202]                                   ip-172-31-43-135
1075  2020-10-29 18:20:28.329680  https://youtu.be/Cfliq0u_IKY  [74.125.11.11]                                                    ip-172-31-43-135
1124  2020-10-30 00:19:12.532207  https://youtu.be/Cfliq0u_IKY  [74.125.11.11]                                                    ip-172-31-43-135
1173  2020-10-30 06:19:11.127682  https://youtu.be/Cfliq0u_IKY  [173.194.182.202]                                                 ip-172-31-43-135
1222  2020-10-27 12:25:43.448388  https://youtu.be/Cfliq0u_IKY  [74.125.169.74]                                                   ip-172-31-13-30
1271  2020-10-27 18:24:11.799913  https://youtu.be/Cfliq0u_IKY  [74.125.169.74]                                                   ip-172-31-13-30
1320  2020-10-28 00:21:32.540681  https://youtu.be/Cfliq0u_IKY  [74.125.169.74]                                                   ip-172-31-13-30
1369  2020-10-28 06:20:30.248625  https://youtu.be/Cfliq0u_IKY  [74.125.169.138, 74.125.12.202]                                   ip-172-31-13-30
1418  2020-10-29 12:19:48.529681  https://youtu.be/Cfliq0u_IKY  [74.125.169.74]                                                   ip-172-31-13-30
1467  2020-10-29 18:19:31.158676  https://youtu.be/Cfliq0u_IKY  [74.125.169.74]                                                   ip-172-31-13-30
1516  2020-10-30 00:20:43.984637  https://youtu.be/Cfliq0u_IKY  [74.125.169.74, 74.125.12.202]                                    ip-172-31-13-30
1565  2020-10-30 06:20:08.246363  https://youtu.be/Cfliq0u_IKY  [74.125.169.74]                                                   ip-172-31-13-30
1613  2020-10-27 12:24:31.731150  https://youtu.be/Cfliq0u_IKY  [74.125.106.171, 74.125.12.202]                                   ip-172-31-4-22
1660  2020-10-27 18:21:54.070206  https://youtu.be/Cfliq0u_IKY  [74.125.106.171]                                                  ip-172-31-4-22
1708  2020-10-28 00:20:51.727791  https://youtu.be/Cfliq0u_IKY  [74.125.106.171]                                                  ip-172-31-4-22
1756  2020-10-28 06:20:17.786322  https://youtu.be/Cfliq0u_IKY  [173.194.51.10, 74.125.12.202]                                    ip-172-31-4-22
1804  2020-10-29 12:19:46.816499  https://youtu.be/Cfliq0u_IKY  [74.125.106.171]                                                  ip-172-31-4-22
1852  2020-10-29 18:20:33.890712  https://youtu.be/Cfliq0u_IKY  [74.125.106.171]                                                  ip-172-31-4-22
1900  2020-10-30 00:20:05.190559  https://youtu.be/Cfliq0u_IKY  [173.194.51.10]                                                   ip-172-31-4-22
1948  2020-10-30 06:19:25.144018  https://youtu.be/Cfliq0u_IKY  [74.125.106.171]                                                  ip-172-31-4-22


https://youtu.be/DxGOLJpOlVc
                              ID                           Url                                 IP      VantagePoint
16    2020-10-27 12:08:08.652500  https://youtu.be/DxGOLJpOlVc  [173.194.166.108, 74.125.170.92]   ip-172-31-14-163
65    2020-10-27 18:07:25.428917  https://youtu.be/DxGOLJpOlVc  [173.194.166.108, 74.125.170.92]   ip-172-31-14-163
114   2020-10-28 00:07:41.479634  https://youtu.be/DxGOLJpOlVc  [173.194.166.108]                  ip-172-31-14-163
163   2020-10-28 06:06:57.217766  https://youtu.be/DxGOLJpOlVc  [173.194.166.233, 74.125.170.92]   ip-172-31-14-163
212   2020-10-29 12:07:44.042852  https://youtu.be/DxGOLJpOlVc  [173.194.166.108]                  ip-172-31-14-163
261   2020-10-29 18:07:01.624134  https://youtu.be/DxGOLJpOlVc  [173.194.166.233]                  ip-172-31-14-163
310   2020-10-30 00:06:54.705127  https://youtu.be/DxGOLJpOlVc  [173.194.166.108]                  ip-172-31-14-163
359   2020-10-30 06:07:10.272364  https://youtu.be/DxGOLJpOlVc  [173.194.166.233]                  ip-172-31-14-163
408   2020-10-27 12:07:53.220635  https://youtu.be/DxGOLJpOlVc  [173.194.7.108, 74.125.159.12]     ip-172-31-85-175
457   2020-10-27 18:07:17.498457  https://youtu.be/DxGOLJpOlVc  [173.194.184.12, 74.125.159.12]    ip-172-31-85-175
506   2020-10-28 00:07:20.371145  https://youtu.be/DxGOLJpOlVc  [173.194.7.108]                    ip-172-31-85-175
555   2020-10-28 06:06:50.985524  https://youtu.be/DxGOLJpOlVc  [173.194.7.108]                    ip-172-31-85-175
604   2020-10-29 12:06:58.257149  https://youtu.be/DxGOLJpOlVc  [173.194.7.108]                    ip-172-31-85-175
653   2020-10-29 18:07:11.223197  https://youtu.be/DxGOLJpOlVc  [173.194.7.108]                    ip-172-31-85-175
702   2020-10-30 00:06:52.478620  https://youtu.be/DxGOLJpOlVc  [173.194.7.108]                    ip-172-31-85-175
751   2020-10-30 06:06:53.453039  https://youtu.be/DxGOLJpOlVc  [173.194.184.12]                   ip-172-31-85-175
800   2020-10-27 12:08:34.667000  https://youtu.be/DxGOLJpOlVc  [173.194.164.172]                  ip-172-31-43-135
849   2020-10-27 18:07:49.488626  https://youtu.be/DxGOLJpOlVc  [74.125.173.201, 173.194.164.172]  ip-172-31-43-135
898   2020-10-28 00:07:18.506971  https://youtu.be/DxGOLJpOlVc  [74.125.173.201]                   ip-172-31-43-135
947   2020-10-28 06:07:26.648451  https://youtu.be/DxGOLJpOlVc  [74.125.173.201]                   ip-172-31-43-135
996   2020-10-29 12:07:20.548241  https://youtu.be/DxGOLJpOlVc  [74.125.173.201]                   ip-172-31-43-135
1045  2020-10-29 18:07:31.422167  https://youtu.be/DxGOLJpOlVc  [74.125.173.201]                   ip-172-31-43-135
1094  2020-10-30 00:07:09.307715  https://youtu.be/DxGOLJpOlVc  [173.194.164.172]                  ip-172-31-43-135
1143  2020-10-30 06:06:58.852211  https://youtu.be/DxGOLJpOlVc  [74.125.173.201]                   ip-172-31-43-135
1192  2020-10-27 12:09:25.067714  https://youtu.be/DxGOLJpOlVc  [74.125.158.60, 74.125.171.9]      ip-172-31-13-30
1241  2020-10-27 18:09:05.225314  https://youtu.be/DxGOLJpOlVc  [74.125.169.73, 74.125.171.9]      ip-172-31-13-30
1290  2020-10-28 00:08:17.066114  https://youtu.be/DxGOLJpOlVc  [74.125.158.60]                    ip-172-31-13-30
1339  2020-10-28 06:07:19.687397  https://youtu.be/DxGOLJpOlVc  [74.125.169.73]                    ip-172-31-13-30
1388  2020-10-29 12:07:34.840189  https://youtu.be/DxGOLJpOlVc  [74.125.158.60]                    ip-172-31-13-30
1437  2020-10-29 18:07:07.978897  https://youtu.be/DxGOLJpOlVc  [74.125.158.60]                    ip-172-31-13-30
1486  2020-10-30 00:07:49.386455  https://youtu.be/DxGOLJpOlVc  [74.125.158.60]                    ip-172-31-13-30
1535  2020-10-30 06:07:37.608783  https://youtu.be/DxGOLJpOlVc  [74.125.169.73]                    ip-172-31-13-30
1583  2020-10-27 12:09:23.957791  https://youtu.be/DxGOLJpOlVc  [173.194.49.9, 74.125.171.9]       ip-172-31-4-22
1632  2020-10-27 18:08:46.204406  https://youtu.be/DxGOLJpOlVc  [74.125.106.172, 74.125.171.9]     ip-172-31-4-22
1678  2020-10-28 00:08:07.290722  https://youtu.be/DxGOLJpOlVc  [173.194.49.9]                     ip-172-31-4-22
1726  2020-10-28 06:07:45.747076  https://youtu.be/DxGOLJpOlVc  [173.194.49.9]                     ip-172-31-4-22
1774  2020-10-29 12:08:01.841206  https://youtu.be/DxGOLJpOlVc  [173.194.49.9]                     ip-172-31-4-22
1822  2020-10-29 18:08:18.782277  https://youtu.be/DxGOLJpOlVc  [173.194.49.9]                     ip-172-31-4-22
1870  2020-10-30 00:07:52.940973  https://youtu.be/DxGOLJpOlVc  [74.125.106.172]                   ip-172-31-4-22
1918  2020-10-30 06:07:43.445520  https://youtu.be/DxGOLJpOlVc  [74.125.106.172]                   ip-172-31-4-22


https://youtu.be/EBncM-z0w6Q
                              ID                           Url                                               IP      VantagePoint
8     2020-10-27 12:03:26.183592  https://youtu.be/EBncM-z0w6Q  [74.125.170.200, 74.125.166.152]                 ip-172-31-14-163
56    2020-10-27 18:03:15.196740  https://youtu.be/EBncM-z0w6Q  [74.125.170.200]                                 ip-172-31-14-163
105   2020-10-28 00:03:21.118757  https://youtu.be/EBncM-z0w6Q  [74.125.157.7, 74.125.166.152]                   ip-172-31-14-163
154   2020-10-28 06:03:14.476585  https://youtu.be/EBncM-z0w6Q  [74.125.157.7]                                   ip-172-31-14-163
203   2020-10-29 12:03:16.637255  https://youtu.be/EBncM-z0w6Q  [74.125.157.7]                                   ip-172-31-14-163
252   2020-10-29 18:03:07.098599  https://youtu.be/EBncM-z0w6Q  [74.125.170.200]                                 ip-172-31-14-163
301   2020-10-30 00:03:09.381465  https://youtu.be/EBncM-z0w6Q  [74.125.170.200]                                 ip-172-31-14-163
350   2020-10-30 06:03:13.366747  https://youtu.be/EBncM-z0w6Q  [74.125.157.7]                                   ip-172-31-14-163
399   2020-10-27 12:03:15.736528  https://youtu.be/EBncM-z0w6Q  [173.194.184.40, 173.194.162.136]                ip-172-31-85-175
448   2020-10-27 18:03:11.943128  https://youtu.be/EBncM-z0w6Q  [173.194.184.40]                                 ip-172-31-85-175
497   2020-10-28 00:02:59.978232  https://youtu.be/EBncM-z0w6Q  [173.194.184.231, 173.194.162.136]               ip-172-31-85-175
546   2020-10-28 06:03:06.954748  https://youtu.be/EBncM-z0w6Q  [173.194.184.40]                                 ip-172-31-85-175
595   2020-10-29 12:03:11.837447  https://youtu.be/EBncM-z0w6Q  [173.194.184.231]                                ip-172-31-85-175
644   2020-10-29 18:03:22.270242  https://youtu.be/EBncM-z0w6Q  [173.194.184.40]                                 ip-172-31-85-175
693   2020-10-30 00:03:04.887211  https://youtu.be/EBncM-z0w6Q  [173.194.184.40]                                 ip-172-31-85-175
742   2020-10-30 06:03:08.237099  https://youtu.be/EBncM-z0w6Q  [173.194.184.231]                                ip-172-31-85-175
791   2020-10-27 12:03:43.886044  https://youtu.be/EBncM-z0w6Q  [173.194.182.103, 173.194.187.39]                ip-172-31-43-135
840   2020-10-27 18:03:47.892082  https://youtu.be/EBncM-z0w6Q  [173.194.187.39]                                 ip-172-31-43-135
889   2020-10-28 00:03:19.699768  https://youtu.be/EBncM-z0w6Q  [173.194.182.103]                                ip-172-31-43-135
938   2020-10-28 06:03:41.538990  https://youtu.be/EBncM-z0w6Q  [173.194.187.39]                                 ip-172-31-43-135
987   2020-10-29 12:03:18.766473  https://youtu.be/EBncM-z0w6Q  [173.194.187.39]                                 ip-172-31-43-135
1036  2020-10-29 18:03:45.154346  https://youtu.be/EBncM-z0w6Q  [173.194.187.39]                                 ip-172-31-43-135
1085  2020-10-30 00:03:24.708817  https://youtu.be/EBncM-z0w6Q  [173.194.182.103]                                ip-172-31-43-135
1134  2020-10-30 06:03:14.655302  https://youtu.be/EBncM-z0w6Q  [173.194.187.39]                                 ip-172-31-43-135
1183  2020-10-27 12:03:51.052787  https://youtu.be/EBncM-z0w6Q  [173.194.14.135, 74.125.12.199]                  ip-172-31-13-30
1232  2020-10-27 18:03:47.576048  https://youtu.be/EBncM-z0w6Q  [173.194.14.135]                                 ip-172-31-13-30
1281  2020-10-28 00:03:48.148221  https://youtu.be/EBncM-z0w6Q  [173.194.14.7, 74.125.12.199]                    ip-172-31-13-30
1330  2020-10-28 06:03:09.584892  https://youtu.be/EBncM-z0w6Q  [173.194.14.7]                                   ip-172-31-13-30
1379  2020-10-29 12:03:17.877780  https://youtu.be/EBncM-z0w6Q  [173.194.14.135]                                 ip-172-31-13-30
1428  2020-10-29 18:03:15.740794  https://youtu.be/EBncM-z0w6Q  [173.194.14.135]                                 ip-172-31-13-30
1477  2020-10-30 00:03:28.605254  https://youtu.be/EBncM-z0w6Q  [173.194.14.135, 173.194.14.136, 74.125.12.199]  ip-172-31-13-30
1526  2020-10-30 06:03:25.288128  https://youtu.be/EBncM-z0w6Q  [173.194.14.7]                                   ip-172-31-13-30
1575  2020-10-27 12:03:51.955518  https://youtu.be/EBncM-z0w6Q  [173.194.49.71, 74.125.12.199]                   ip-172-31-4-22
1623  2020-10-27 18:03:28.793617  https://youtu.be/EBncM-z0w6Q  [173.194.49.39, 74.125.12.199]                   ip-172-31-4-22
1670  2020-10-28 00:03:45.006962  https://youtu.be/EBncM-z0w6Q  [173.194.49.39]                                  ip-172-31-4-22
1718  2020-10-28 06:03:31.177983  https://youtu.be/EBncM-z0w6Q  [173.194.49.39]                                  ip-172-31-4-22
1766  2020-10-29 12:03:34.826886  https://youtu.be/EBncM-z0w6Q  [173.194.49.71]                                  ip-172-31-4-22
1814  2020-10-29 18:03:11.051645  https://youtu.be/EBncM-z0w6Q  [173.194.49.71, 173.194.49.72, 74.125.12.199]    ip-172-31-4-22
1862  2020-10-30 00:03:30.668792  https://youtu.be/EBncM-z0w6Q  [173.194.49.39]                                  ip-172-31-4-22
1910  2020-10-30 06:03:35.657753  https://youtu.be/EBncM-z0w6Q  [173.194.49.71]                                  ip-172-31-4-22



https://youtu.be/FM9kCyX2KlE
                              ID                           Url                               IP      VantagePoint
40    2020-10-27 12:20:25.317912  https://youtu.be/FM9kCyX2KlE  [74.125.170.188]                 ip-172-31-14-163
89    2020-10-27 18:18:18.303044  https://youtu.be/FM9kCyX2KlE  [173.194.167.9]                  ip-172-31-14-163
138   2020-10-28 00:17:34.544864  https://youtu.be/FM9kCyX2KlE  [173.194.167.9]                  ip-172-31-14-163
187   2020-10-28 06:17:09.322887  https://youtu.be/FM9kCyX2KlE  [173.194.167.9]                  ip-172-31-14-163
236   2020-10-29 12:17:13.142684  https://youtu.be/FM9kCyX2KlE  [74.125.170.188]                 ip-172-31-14-163
285   2020-10-29 18:16:38.739213  https://youtu.be/FM9kCyX2KlE  [173.194.167.9]                  ip-172-31-14-163
334   2020-10-30 00:16:38.916329  https://youtu.be/FM9kCyX2KlE  [173.194.167.9]                  ip-172-31-14-163
383   2020-10-30 06:16:24.029809  https://youtu.be/FM9kCyX2KlE  [173.194.167.9]                  ip-172-31-14-163
432   2020-10-27 12:19:03.994518  https://youtu.be/FM9kCyX2KlE  [173.194.184.44, 74.125.159.76]  ip-172-31-85-175
481   2020-10-27 18:17:20.748250  https://youtu.be/FM9kCyX2KlE  [173.194.184.44]                 ip-172-31-85-175
530   2020-10-28 00:16:59.867096  https://youtu.be/FM9kCyX2KlE  [173.194.184.44]                 ip-172-31-85-175
579   2020-10-28 06:16:19.916457  https://youtu.be/FM9kCyX2KlE  [209.85.225.201]                 ip-172-31-85-175
628   2020-10-29 12:16:29.289852  https://youtu.be/FM9kCyX2KlE  [173.194.184.44]                 ip-172-31-85-175
677   2020-10-29 18:16:29.685827  https://youtu.be/FM9kCyX2KlE  [173.194.7.12]                   ip-172-31-85-175
726   2020-10-30 00:15:57.121117  https://youtu.be/FM9kCyX2KlE  [173.194.7.12]                   ip-172-31-85-175
775   2020-10-30 06:16:30.026535  https://youtu.be/FM9kCyX2KlE  [173.194.7.12]                   ip-172-31-85-175
824   2020-10-27 12:19:26.595662  https://youtu.be/FM9kCyX2KlE  [74.125.104.76]                  ip-172-31-43-135
873   2020-10-27 18:17:54.843939  https://youtu.be/FM9kCyX2KlE  [74.125.104.76]                  ip-172-31-43-135
922   2020-10-28 00:16:44.912079  https://youtu.be/FM9kCyX2KlE  [173.194.187.233]                ip-172-31-43-135
971   2020-10-28 06:16:55.162674  https://youtu.be/FM9kCyX2KlE  [173.194.187.233]                ip-172-31-43-135
1020  2020-10-29 12:17:31.544793  https://youtu.be/FM9kCyX2KlE  [74.125.104.76]                  ip-172-31-43-135
1069  2020-10-29 18:17:50.820743  https://youtu.be/FM9kCyX2KlE  [74.125.104.76]                  ip-172-31-43-135
1118  2020-10-30 00:16:55.940952  https://youtu.be/FM9kCyX2KlE  [173.194.187.233]                ip-172-31-43-135
1167  2020-10-30 06:16:49.987066  https://youtu.be/FM9kCyX2KlE  [173.194.187.233]                ip-172-31-43-135
1216  2020-10-27 12:22:39.875651  https://youtu.be/FM9kCyX2KlE  [173.194.52.9]                   ip-172-31-13-30
1265  2020-10-27 18:21:39.879394  https://youtu.be/FM9kCyX2KlE  [74.125.169.105]                 ip-172-31-13-30
1314  2020-10-28 00:18:54.287063  https://youtu.be/FM9kCyX2KlE  [74.125.169.105]                 ip-172-31-13-30
1363  2020-10-28 06:17:51.532120  https://youtu.be/FM9kCyX2KlE  [173.194.52.9]                   ip-172-31-13-30
1412  2020-10-29 12:17:26.273415  https://youtu.be/FM9kCyX2KlE  [74.125.169.105]                 ip-172-31-13-30
1461  2020-10-29 18:17:20.750029  https://youtu.be/FM9kCyX2KlE  [74.125.169.105]                 ip-172-31-13-30
1510  2020-10-30 00:18:24.097783  https://youtu.be/FM9kCyX2KlE  [173.194.52.9]                   ip-172-31-13-30
1559  2020-10-30 06:17:58.183229  https://youtu.be/FM9kCyX2KlE  [74.125.169.105]                 ip-172-31-13-30
1607  2020-10-27 12:21:59.165952  https://youtu.be/FM9kCyX2KlE  [74.125.10.76]                   ip-172-31-4-22
1654  2020-10-27 18:19:41.008635  https://youtu.be/FM9kCyX2KlE  [74.125.164.9]                   ip-172-31-4-22
1702  2020-10-28 00:18:26.477644  https://youtu.be/FM9kCyX2KlE  [74.125.10.76]                   ip-172-31-4-22
1750  2020-10-28 06:18:06.102900  https://youtu.be/FM9kCyX2KlE  [74.125.164.9]                   ip-172-31-4-22
1798  2020-10-29 12:17:32.824443  https://youtu.be/FM9kCyX2KlE  [74.125.164.9]                   ip-172-31-4-22
1846  2020-10-29 18:18:21.861791  https://youtu.be/FM9kCyX2KlE  [74.125.164.9]                   ip-172-31-4-22
1894  2020-10-30 00:17:42.870067  https://youtu.be/FM9kCyX2KlE  [74.125.10.76]                   ip-172-31-4-22
1942  2020-10-30 06:17:15.887884  https://youtu.be/FM9kCyX2KlE  [74.125.164.9]                   ip-172-31-4-22



https://youtu.be/FYoi2Qfg4WE
                              ID                           Url                               IP      VantagePoint
28    2020-10-27 12:14:15.160308  https://youtu.be/FYoi2Qfg4WE  [173.194.167.232]                ip-172-31-14-163
77    2020-10-27 18:12:19.369344  https://youtu.be/FYoi2Qfg4WE  [173.194.167.232]                ip-172-31-14-163
126   2020-10-28 00:12:45.124383  https://youtu.be/FYoi2Qfg4WE  [74.125.170.233]                 ip-172-31-14-163
175   2020-10-28 06:12:01.353783  https://youtu.be/FYoi2Qfg4WE  [173.194.167.232]                ip-172-31-14-163
224   2020-10-29 12:12:27.564800  https://youtu.be/FYoi2Qfg4WE  [74.125.170.233]                 ip-172-31-14-163
273   2020-10-29 18:11:53.722439  https://youtu.be/FYoi2Qfg4WE  [173.194.167.232]                ip-172-31-14-163
322   2020-10-30 00:11:30.131551  https://youtu.be/FYoi2Qfg4WE  [74.125.170.233]                 ip-172-31-14-163
371   2020-10-30 06:11:54.680686  https://youtu.be/FYoi2Qfg4WE  [74.125.170.233]                 ip-172-31-14-163
420   2020-10-27 12:13:50.581916  https://youtu.be/FYoi2Qfg4WE  [173.194.184.168]                ip-172-31-85-175
469   2020-10-27 18:12:16.776266  https://youtu.be/FYoi2Qfg4WE  [173.194.184.168]                ip-172-31-85-175
518   2020-10-28 00:12:15.280654  https://youtu.be/FYoi2Qfg4WE  [173.194.184.168]                ip-172-31-85-175
567   2020-10-28 06:11:42.767965  https://youtu.be/FYoi2Qfg4WE  [173.194.184.41]                 ip-172-31-85-175
616   2020-10-29 12:11:48.958328  https://youtu.be/FYoi2Qfg4WE  [173.194.184.168]                ip-172-31-85-175
665   2020-10-29 18:11:45.269576  https://youtu.be/FYoi2Qfg4WE  [173.194.184.168]                ip-172-31-85-175
714   2020-10-30 00:11:15.683949  https://youtu.be/FYoi2Qfg4WE  [173.194.184.41]                 ip-172-31-85-175
763   2020-10-30 06:11:51.803017  https://youtu.be/FYoi2Qfg4WE  [173.194.184.168]                ip-172-31-85-175
812   2020-10-27 12:14:06.431658  https://youtu.be/FYoi2Qfg4WE  [173.194.182.104]                ip-172-31-43-135
861   2020-10-27 18:12:45.309030  https://youtu.be/FYoi2Qfg4WE  [173.194.182.104]                ip-172-31-43-135
910   2020-10-28 00:12:00.558314  https://youtu.be/FYoi2Qfg4WE  [173.194.182.104]                ip-172-31-43-135
959   2020-10-28 06:12:08.990459  https://youtu.be/FYoi2Qfg4WE  [173.194.182.104]                ip-172-31-43-135
1008  2020-10-29 12:12:31.211920  https://youtu.be/FYoi2Qfg4WE  [173.194.187.104]                ip-172-31-43-135
1057  2020-10-29 18:12:37.731588  https://youtu.be/FYoi2Qfg4WE  [173.194.187.104]                ip-172-31-43-135
1106  2020-10-30 00:11:50.581627  https://youtu.be/FYoi2Qfg4WE  [173.194.187.104]                ip-172-31-43-135
