---SIMILARITIES VIDEO URL <-> IP BETWEEN DIFFERENT VANTAGE POINTS---
https://youtu.be/05HuTGeF5AA
                              ID                           Url                                                IP      VantagePoint
1888  2020-10-30 00:15:20.863834  https://youtu.be/Jk7LPpY8pXM  [74.125.102.138]                  ip-172-31-4-22
1936  2020-10-30 06:14:41.883920  https://youtu.be/Jk7LPpY8pXM  [74.125.102.138]                  ip-172-31-4-22


https://youtu.be/Jo6r6zFQ0iQ
                              ID                           Url                                 IP      VantagePoint
10    2020-10-27 12:04:21.826446  https://youtu.be/Jo6r6zFQ0iQ  [74.125.170.120, 74.125.103.167]   ip-172-31-14-163
58    2020-10-27 18:04:19.595788  https://youtu.be/Jo6r6zFQ0iQ  [74.125.170.120]                   ip-172-31-14-163
107   2020-10-28 00:04:43.273175  https://youtu.be/Jo6r6zFQ0iQ  [173.194.166.231, 74.125.103.167]  ip-172-31-14-163
156   2020-10-28 06:04:08.729346  https://youtu.be/Jo6r6zFQ0iQ  [173.194.166.231]                  ip-172-31-14-163
205   2020-10-29 12:04:13.387041  https://youtu.be/Jo6r6zFQ0iQ  [173.194.166.231]                  ip-172-31-14-163
254   2020-10-29 18:04:01.839525  https://youtu.be/Jo6r6zFQ0iQ  [74.125.170.120]                   ip-172-31-14-163
303   2020-10-30 00:04:03.695087  https://youtu.be/Jo6r6zFQ0iQ  [74.125.170.120]                   ip-172-31-14-163
352   2020-10-30 06:04:21.142949  https://youtu.be/Jo6r6zFQ0iQ  [173.194.166.231]                  ip-172-31-14-163
401   2020-10-27 12:04:26.502359  https://youtu.be/Jo6r6zFQ0iQ  [173.194.184.104, 74.125.159.88]   ip-172-31-85-175
450   2020-10-27 18:03:58.831481  https://youtu.be/Jo6r6zFQ0iQ  [173.194.184.167, 74.125.159.88]   ip-172-31-85-175
499   2020-10-28 00:04:11.156092  https://youtu.be/Jo6r6zFQ0iQ  [173.194.184.104]                  ip-172-31-85-175
548   2020-10-28 06:04:00.935612  https://youtu.be/Jo6r6zFQ0iQ  [173.194.184.167]                  ip-172-31-85-175
597   2020-10-29 12:04:06.551098  https://youtu.be/Jo6r6zFQ0iQ  [173.194.184.104]                  ip-172-31-85-175
646   2020-10-29 18:04:19.068930  https://youtu.be/Jo6r6zFQ0iQ  [173.194.184.167]                  ip-172-31-85-175
695   2020-10-30 00:03:59.070584  https://youtu.be/Jo6r6zFQ0iQ  [173.194.184.104]                  ip-172-31-85-175
744   2020-10-30 06:04:02.345512  https://youtu.be/Jo6r6zFQ0iQ  [173.194.184.167]                  ip-172-31-85-175
793   2020-10-27 12:04:47.092236  https://youtu.be/Jo6r6zFQ0iQ  [173.194.164.152, 173.194.187.39]  ip-172-31-43-135
842   2020-10-27 18:04:43.570978  https://youtu.be/Jo6r6zFQ0iQ  [173.194.164.152]                  ip-172-31-43-135
891   2020-10-28 00:04:18.381840  https://youtu.be/Jo6r6zFQ0iQ  [173.194.164.152]                  ip-172-31-43-135
940   2020-10-28 06:04:36.899239  https://youtu.be/Jo6r6zFQ0iQ  [173.194.187.39]                   ip-172-31-43-135
989   2020-10-29 12:04:14.140650  https://youtu.be/Jo6r6zFQ0iQ  [173.194.164.152]                  ip-172-31-43-135
1038  2020-10-29 18:04:29.812032  https://youtu.be/Jo6r6zFQ0iQ  [173.194.187.39]                   ip-172-31-43-135
1087  2020-10-30 00:04:20.183143  https://youtu.be/Jo6r6zFQ0iQ  [173.194.164.152]                  ip-172-31-43-135
1136  2020-10-30 06:04:08.283026  https://youtu.be/Jo6r6zFQ0iQ  [173.194.164.152]                  ip-172-31-43-135
1185  2020-10-27 12:05:09.014033  https://youtu.be/Jo6r6zFQ0iQ  [74.125.169.103]                   ip-172-31-13-30
1234  2020-10-27 18:05:00.123493  https://youtu.be/Jo6r6zFQ0iQ  [74.125.169.103]                   ip-172-31-13-30
1283  2020-10-28 00:05:12.403823  https://youtu.be/Jo6r6zFQ0iQ  [74.125.169.103]                   ip-172-31-13-30
1332  2020-10-28 06:04:23.758330  https://youtu.be/Jo6r6zFQ0iQ  [74.125.158.40]                    ip-172-31-13-30
1381  2020-10-29 12:04:29.305205  https://youtu.be/Jo6r6zFQ0iQ  [74.125.158.40]                    ip-172-31-13-30
1430  2020-10-29 18:04:13.584759  https://youtu.be/Jo6r6zFQ0iQ  [74.125.169.103]                   ip-172-31-13-30
1479  2020-10-30 00:04:59.004780  https://youtu.be/Jo6r6zFQ0iQ  [74.125.169.103]                   ip-172-31-13-30
1528  2020-10-30 06:04:35.454045  https://youtu.be/Jo6r6zFQ0iQ  [74.125.169.103]                   ip-172-31-13-30
1577  2020-10-27 12:05:18.906819  https://youtu.be/Jo6r6zFQ0iQ  [74.125.106.200, 74.125.10.24]     ip-172-31-4-22
1625  2020-10-27 18:04:54.084545  https://youtu.be/Jo6r6zFQ0iQ  [173.194.49.232, 74.125.10.24]     ip-172-31-4-22
1672  2020-10-28 00:04:54.738579  https://youtu.be/Jo6r6zFQ0iQ  [74.125.106.200]                   ip-172-31-4-22
1720  2020-10-28 06:04:41.848940  https://youtu.be/Jo6r6zFQ0iQ  [173.194.49.232]                   ip-172-31-4-22
1768  2020-10-29 12:04:46.671423  https://youtu.be/Jo6r6zFQ0iQ  [74.125.106.200]                   ip-172-31-4-22
1816  2020-10-29 18:04:39.543347  https://youtu.be/Jo6r6zFQ0iQ  [173.194.49.232]                   ip-172-31-4-22
1864  2020-10-30 00:04:38.799153  https://youtu.be/Jo6r6zFQ0iQ  [74.125.106.200]                   ip-172-31-4-22
1912  2020-10-30 06:04:47.952277  https://youtu.be/Jo6r6zFQ0iQ  [74.125.106.200]                   ip-172-31-4-22



https://youtu.be/MBStYsiE618
                              ID                           Url                 IP      VantagePoint
35    2020-10-27 12:17:33.909357  https://youtu.be/MBStYsiE618  [216.58.194.182]   ip-172-31-14-163
84    2020-10-27 18:15:47.772452  https://youtu.be/MBStYsiE618  [172.217.0.54]     ip-172-31-14-163
133   2020-10-28 00:15:32.781440  https://youtu.be/MBStYsiE618  [216.58.195.86]    ip-172-31-14-163
182   2020-10-28 06:15:05.958493  https://youtu.be/MBStYsiE618  [172.217.6.54]     ip-172-31-14-163
231   2020-10-29 12:15:20.147513  https://youtu.be/MBStYsiE618  [172.217.5.118]    ip-172-31-14-163
280   2020-10-29 18:14:46.585864  https://youtu.be/MBStYsiE618  [216.58.194.182]   ip-172-31-14-163
329   2020-10-30 00:14:37.465812  https://youtu.be/MBStYsiE618  [172.217.6.54]     ip-172-31-14-163
378   2020-10-30 06:14:31.581157  https://youtu.be/MBStYsiE618  [172.217.0.54]     ip-172-31-14-163
427   2020-10-27 12:16:47.744520  https://youtu.be/MBStYsiE618  [172.217.164.150]  ip-172-31-85-175
476   2020-10-27 18:15:06.356244  https://youtu.be/MBStYsiE618  [172.217.2.118]    ip-172-31-85-175
525   2020-10-28 00:15:03.924202  https://youtu.be/MBStYsiE618  [172.217.7.150]    ip-172-31-85-175
574   2020-10-28 06:14:26.516800  https://youtu.be/MBStYsiE618  [172.217.7.214]    ip-172-31-85-175
623   2020-10-29 12:14:34.995962  https://youtu.be/MBStYsiE618  [172.217.2.118]    ip-172-31-85-175
672   2020-10-29 18:14:35.924088  https://youtu.be/MBStYsiE618  [172.217.164.182]  ip-172-31-85-175
721   2020-10-30 00:13:52.482489  https://youtu.be/MBStYsiE618  [172.217.7.246]    ip-172-31-85-175
770   2020-10-30 06:14:37.300081  https://youtu.be/MBStYsiE618  [172.217.9.214]    ip-172-31-85-175
819   2020-10-27 12:17:13.858682  https://youtu.be/MBStYsiE618  [172.217.16.182]   ip-172-31-43-135
868   2020-10-27 18:15:43.161379  https://youtu.be/MBStYsiE618  [172.217.18.22]    ip-172-31-43-135
917   2020-10-28 00:14:53.008213  https://youtu.be/MBStYsiE618  [172.217.22.54]    ip-172-31-43-135
966   2020-10-28 06:15:03.225394  https://youtu.be/MBStYsiE618  [216.58.212.150]   ip-172-31-43-135
1015  2020-10-29 12:15:27.536344  https://youtu.be/MBStYsiE618  [172.217.22.118]   ip-172-31-43-135
1064  2020-10-29 18:15:22.210041  https://youtu.be/MBStYsiE618  [216.58.207.86]    ip-172-31-43-135
1113  2020-10-30 00:15:02.671595  https://youtu.be/MBStYsiE618  [172.217.18.22]    ip-172-31-43-135
1162  2020-10-30 06:14:55.152285  https://youtu.be/MBStYsiE618  [172.217.21.214]   ip-172-31-43-135
1211  2020-10-27 12:20:09.111748  https://youtu.be/MBStYsiE618  [172.217.160.214]  ip-172-31-13-30
1260  2020-10-27 18:19:13.010913  https://youtu.be/MBStYsiE618  [172.217.160.214]  ip-172-31-13-30
1309  2020-10-28 00:16:39.829270  https://youtu.be/MBStYsiE618  [172.217.160.214]  ip-172-31-13-30
1358  2020-10-28 06:15:37.369819  https://youtu.be/MBStYsiE618  [142.250.67.182]   ip-172-31-13-30
1407  2020-10-29 12:15:13.843883  https://youtu.be/MBStYsiE618  [172.217.160.214]  ip-172-31-13-30
1456  2020-10-29 18:14:42.137077  https://youtu.be/MBStYsiE618  [216.58.203.182]   ip-172-31-13-30
1505  2020-10-30 00:16:07.795742  https://youtu.be/MBStYsiE618  [172.217.166.182]  ip-172-31-13-30
1554  2020-10-30 06:15:36.586941  https://youtu.be/MBStYsiE618  [216.58.203.54]    ip-172-31-13-30
1602  2020-10-27 12:19:24.706362  https://youtu.be/MBStYsiE618  [172.217.175.86]   ip-172-31-4-22
1649  2020-10-27 18:17:08.043439  https://youtu.be/MBStYsiE618  [216.58.220.118]   ip-172-31-4-22
1697  2020-10-28 00:16:03.394487  https://youtu.be/MBStYsiE618  [172.217.24.150]   ip-172-31-4-22
1745  2020-10-28 06:15:59.676645  https://youtu.be/MBStYsiE618  [172.217.31.150]   ip-172-31-4-22
1793  2020-10-29 12:15:29.902472  https://youtu.be/MBStYsiE618  [172.217.25.118]   ip-172-31-4-22
1841  2020-10-29 18:16:00.257144  https://youtu.be/MBStYsiE618  [216.58.220.118]   ip-172-31-4-22
1889  2020-10-30 00:15:41.558690  https://youtu.be/MBStYsiE618  [172.217.175.86]   ip-172-31-4-22
1937  2020-10-30 06:15:02.737691  https://youtu.be/MBStYsiE618  [172.217.175.118]  ip-172-31-4-22



https://youtu.be/MjMhZKmHKGk
                              ID                           Url                                               IP      VantagePoint
14    2020-10-27 12:06:56.321292  https://youtu.be/MjMhZKmHKGk  [74.125.170.186]                                 ip-172-31-14-163
63    2020-10-27 18:06:17.437058  https://youtu.be/MjMhZKmHKGk  [74.125.166.202]                                 ip-172-31-14-163
112   2020-10-28 00:06:39.187801  https://youtu.be/MjMhZKmHKGk  [74.125.170.186]                                 ip-172-31-14-163
161   2020-10-28 06:05:55.000943  https://youtu.be/MjMhZKmHKGk  [74.125.170.186]                                 ip-172-31-14-163
210   2020-10-29 12:06:27.799664  https://youtu.be/MjMhZKmHKGk  [74.125.166.202]                                 ip-172-31-14-163
259   2020-10-29 18:05:59.527753  https://youtu.be/MjMhZKmHKGk  [74.125.170.186]                                 ip-172-31-14-163
308   2020-10-30 00:05:52.510648  https://youtu.be/MjMhZKmHKGk  [74.125.170.186]                                 ip-172-31-14-163
357   2020-10-30 06:06:08.200661  https://youtu.be/MjMhZKmHKGk  [74.125.166.202]                                 ip-172-31-14-163
406   2020-10-27 12:06:38.273939  https://youtu.be/MjMhZKmHKGk  [74.125.155.250]                                 ip-172-31-85-175
455   2020-10-27 18:05:59.971499  https://youtu.be/MjMhZKmHKGk  [74.125.155.250]                                 ip-172-31-85-175
504   2020-10-28 00:06:15.752587  https://youtu.be/MjMhZKmHKGk  [74.125.155.250]                                 ip-172-31-85-175
553   2020-10-28 06:05:48.375747  https://youtu.be/MjMhZKmHKGk  [74.125.155.250]                                 ip-172-31-85-175
602   2020-10-29 12:05:54.442495  https://youtu.be/MjMhZKmHKGk  [74.125.155.250]                                 ip-172-31-85-175
651   2020-10-29 18:06:08.538534  https://youtu.be/MjMhZKmHKGk  [74.125.155.250]                                 ip-172-31-85-175
700   2020-10-30 00:05:47.587937  https://youtu.be/MjMhZKmHKGk  [74.125.155.250]                                 ip-172-31-85-175
749   2020-10-30 06:05:49.326494  https://youtu.be/MjMhZKmHKGk  [74.125.155.250]                                 ip-172-31-85-175
798   2020-10-27 12:07:10.620292  https://youtu.be/MjMhZKmHKGk  [74.125.11.10]                                   ip-172-31-43-135
847   2020-10-27 18:06:44.587373  https://youtu.be/MjMhZKmHKGk  [173.194.187.201]                                ip-172-31-43-135
896   2020-10-28 00:06:16.137364  https://youtu.be/MjMhZKmHKGk  [74.125.11.10]                                   ip-172-31-43-135
945   2020-10-28 06:06:24.755005  https://youtu.be/MjMhZKmHKGk  [173.194.187.201]                                ip-172-31-43-135
994   2020-10-29 12:06:12.645606  https://youtu.be/MjMhZKmHKGk  [74.125.11.10]                                   ip-172-31-43-135
1043  2020-10-29 18:06:29.359325  https://youtu.be/MjMhZKmHKGk  [173.194.187.201]                                ip-172-31-43-135
1092  2020-10-30 00:06:06.188506  https://youtu.be/MjMhZKmHKGk  [74.125.11.10]                                   ip-172-31-43-135
1141  2020-10-30 06:05:56.633629  https://youtu.be/MjMhZKmHKGk  [173.194.187.201]                                ip-172-31-43-135
1190  2020-10-27 12:07:54.612315  https://youtu.be/MjMhZKmHKGk  [173.194.154.10]                                 ip-172-31-13-30
1239  2020-10-27 18:07:35.604231  https://youtu.be/MjMhZKmHKGk  [74.125.158.42]                                  ip-172-31-13-30
1288  2020-10-28 00:07:08.809778  https://youtu.be/MjMhZKmHKGk  [173.194.154.10]                                 ip-172-31-13-30
1337  2020-10-28 06:06:16.171434  https://youtu.be/MjMhZKmHKGk  [173.194.154.10]                                 ip-172-31-13-30
1386  2020-10-29 12:06:30.246978  https://youtu.be/MjMhZKmHKGk  [173.194.154.10]                                 ip-172-31-13-30
1435  2020-10-29 18:06:03.112107  https://youtu.be/MjMhZKmHKGk  [173.194.154.10]                                 ip-172-31-13-30
1484  2020-10-30 00:06:46.624374  https://youtu.be/MjMhZKmHKGk  [74.125.158.42]                                  ip-172-31-13-30
1533  2020-10-30 06:06:34.090036  https://youtu.be/MjMhZKmHKGk  [173.194.154.10]                                 ip-172-31-13-30
1581  2020-10-27 12:07:42.725915  https://youtu.be/MjMhZKmHKGk  [173.194.51.138]                                 ip-172-31-4-22
1630  2020-10-27 18:06:58.202808  https://youtu.be/MjMhZKmHKGk  [173.194.51.138, 173.194.51.139, 74.125.12.137]  ip-172-31-4-22
1676  2020-10-28 00:07:01.727400  https://youtu.be/MjMhZKmHKGk  [173.194.22.105]                                 ip-172-31-4-22
1724  2020-10-28 06:06:41.404595  https://youtu.be/MjMhZKmHKGk  [173.194.22.105]                                 ip-172-31-4-22
1772  2020-10-29 12:06:58.417695  https://youtu.be/MjMhZKmHKGk  [173.194.22.105]                                 ip-172-31-4-22
1820  2020-10-29 18:06:31.188502  https://youtu.be/MjMhZKmHKGk  [173.194.22.105]                                 ip-172-31-4-22
1868  2020-10-30 00:06:29.263572  https://youtu.be/MjMhZKmHKGk  [173.194.22.105]                                 ip-172-31-4-22
1916  2020-10-30 06:06:39.001083  https://youtu.be/MjMhZKmHKGk  [173.194.22.105]                                 ip-172-31-4-22



https://youtu.be/NGbUsgG_48k
                              ID                           Url                 IP      VantagePoint
37    2020-10-27 12:18:52.115017  https://youtu.be/NGbUsgG_48k  [216.58.194.182]   ip-172-31-14-163
86    2020-10-27 18:16:48.665664  https://youtu.be/NGbUsgG_48k  [172.217.0.54]     ip-172-31-14-163
135   2020-10-28 00:16:31.563472  https://youtu.be/NGbUsgG_48k  [172.217.6.54]     ip-172-31-14-163
184   2020-10-28 06:16:07.202416  https://youtu.be/NGbUsgG_48k  [172.217.6.54]     ip-172-31-14-163
233   2020-10-29 12:16:10.344256  https://youtu.be/NGbUsgG_48k  [172.217.5.118]    ip-172-31-14-163
282   2020-10-29 18:15:36.660339  https://youtu.be/NGbUsgG_48k  [216.58.194.182]   ip-172-31-14-163
331   2020-10-30 00:15:27.497861  https://youtu.be/NGbUsgG_48k  [172.217.6.86]     ip-172-31-14-163
380   2020-10-30 06:15:21.587810  https://youtu.be/NGbUsgG_48k  [172.217.164.118]  ip-172-31-14-163
429   2020-10-27 12:17:39.854830  https://youtu.be/NGbUsgG_48k  [172.217.164.150]  ip-172-31-85-175
478   2020-10-27 18:15:56.500584  https://youtu.be/NGbUsgG_48k  [172.217.2.118]    ip-172-31-85-175
527   2020-10-28 00:15:45.070944  https://youtu.be/NGbUsgG_48k  [172.217.13.86]    ip-172-31-85-175
576   2020-10-28 06:15:16.915866  https://youtu.be/NGbUsgG_48k  [172.217.7.214]    ip-172-31-85-175
625   2020-10-29 12:15:26.740000  https://youtu.be/NGbUsgG_48k  [172.217.2.118]    ip-172-31-85-175
674   2020-10-29 18:15:25.940009  https://youtu.be/NGbUsgG_48k  [172.217.164.182]  ip-172-31-85-175
723   2020-10-30 00:14:44.751488  https://youtu.be/NGbUsgG_48k  [172.217.7.246]    ip-172-31-85-175
772   2020-10-30 06:15:27.540136  https://youtu.be/NGbUsgG_48k  [172.217.9.214]    ip-172-31-85-175
821   2020-10-27 12:18:04.553122  https://youtu.be/NGbUsgG_48k  [172.217.16.182]   ip-172-31-43-135
870   2020-10-27 18:16:33.360634  https://youtu.be/NGbUsgG_48k  [172.217.18.22]    ip-172-31-43-135
919   2020-10-28 00:15:42.800281  https://youtu.be/NGbUsgG_48k  [172.217.22.54]    ip-172-31-43-135
968   2020-10-28 06:15:53.369422  https://youtu.be/NGbUsgG_48k  [216.58.212.150]   ip-172-31-43-135
1017  2020-10-29 12:16:28.336520  https://youtu.be/NGbUsgG_48k  [172.217.22.118]   ip-172-31-43-135
1066  2020-10-29 18:16:21.587226  https://youtu.be/NGbUsgG_48k  [216.58.207.86]    ip-172-31-43-135
1115  2020-10-30 00:15:54.223399  https://youtu.be/NGbUsgG_48k  [172.217.18.22]    ip-172-31-43-135
1164  2020-10-30 06:15:47.728218  https://youtu.be/NGbUsgG_48k  [172.217.21.214]   ip-172-31-43-135
1213  2020-10-27 12:20:59.806405  https://youtu.be/NGbUsgG_48k  [172.217.160.214]  ip-172-31-13-30
1262  2020-10-27 18:19:54.533037  https://youtu.be/NGbUsgG_48k  [172.217.174.246]  ip-172-31-13-30
1311  2020-10-28 00:17:39.686104  https://youtu.be/NGbUsgG_48k  [172.217.160.214]  ip-172-31-13-30
1360  2020-10-28 06:16:28.017068  https://youtu.be/NGbUsgG_48k  [142.250.67.182]   ip-172-31-13-30
1409  2020-10-29 12:16:13.725251  https://youtu.be/NGbUsgG_48k  [172.217.160.214]  ip-172-31-13-30
1458  2020-10-29 18:16:04.054842  https://youtu.be/NGbUsgG_48k  [172.217.160.214]  ip-172-31-13-30
1507  2020-10-30 00:16:58.353730  https://youtu.be/NGbUsgG_48k  [216.58.203.22]    ip-172-31-13-30
1556  2020-10-30 06:16:27.047601  https://youtu.be/NGbUsgG_48k  [216.58.203.54]    ip-172-31-13-30
1604  2020-10-27 12:20:41.843414  https://youtu.be/NGbUsgG_48k  [172.217.31.150]   ip-172-31-4-22
1651  2020-10-27 18:18:06.916309  https://youtu.be/NGbUsgG_48k  [172.217.24.150]   ip-172-31-4-22
1699  2020-10-28 00:17:05.407939  https://youtu.be/NGbUsgG_48k  [172.217.24.150]   ip-172-31-4-22
1747  2020-10-28 06:16:40.520843  https://youtu.be/NGbUsgG_48k  [172.217.24.150]   ip-172-31-4-22
1795  2020-10-29 12:16:20.426671  https://youtu.be/NGbUsgG_48k  [172.217.25.118]   ip-172-31-4-22
1843  2020-10-29 18:16:50.232918  https://youtu.be/NGbUsgG_48k  [216.58.220.118]   ip-172-31-4-22
1891  2020-10-30 00:16:31.661293  https://youtu.be/NGbUsgG_48k  [172.217.175.118]  ip-172-31-4-22
1939  2020-10-30 06:15:52.787067  https://youtu.be/NGbUsgG_48k  [172.217.175.118]  ip-172-31-4-22


https://youtu.be/OFDz3MXrsAk
                              ID                           Url                                                   IP      VantagePoint
36    2020-10-27 12:18:03.547942  https://youtu.be/OFDz3MXrsAk  [173.194.167.168, 173.194.167.166, 173.194.166.169]  ip-172-31-14-163
85    2020-10-27 18:16:28.200970  https://youtu.be/OFDz3MXrsAk  [173.194.167.168]                                    ip-172-31-14-163
134   2020-10-28 00:16:02.082513  https://youtu.be/OFDz3MXrsAk  [173.194.166.200]                                    ip-172-31-14-163
183   2020-10-28 06:15:28.563311  https://youtu.be/OFDz3MXrsAk  [173.194.166.200]                                    ip-172-31-14-163
232   2020-10-29 12:15:40.467106  https://youtu.be/OFDz3MXrsAk  [173.194.166.200]                                    ip-172-31-14-163
281   2020-10-29 18:15:06.927112  https://youtu.be/OFDz3MXrsAk  [173.194.166.200]                                    ip-172-31-14-163
330   2020-10-30 00:14:57.743678  https://youtu.be/OFDz3MXrsAk  [173.194.167.168]                                    ip-172-31-14-163
379   2020-10-30 06:14:51.838061  https://youtu.be/OFDz3MXrsAk  [173.194.166.200]                                    ip-172-31-14-163
428   2020-10-27 12:17:17.346091  https://youtu.be/OFDz3MXrsAk  [173.194.53.201]                                     ip-172-31-85-175
477   2020-10-27 18:15:26.678355  https://youtu.be/OFDz3MXrsAk  [173.194.53.201]                                     ip-172-31-85-175
526   2020-10-28 00:15:24.487500  https://youtu.be/OFDz3MXrsAk  [173.194.184.41]                                     ip-172-31-85-175
575   2020-10-28 06:14:47.048719  https://youtu.be/OFDz3MXrsAk  [209.85.225.232]                                     ip-172-31-85-175
624   2020-10-29 12:14:55.172533  https://youtu.be/OFDz3MXrsAk  [173.194.53.201]                                     ip-172-31-85-175
673   2020-10-29 18:14:56.074487  https://youtu.be/OFDz3MXrsAk  [173.194.184.41]                                     ip-172-31-85-175
722   2020-10-30 00:14:23.762509  https://youtu.be/OFDz3MXrsAk  [173.194.184.41]                                     ip-172-31-85-175
771   2020-10-30 06:14:57.580508  https://youtu.be/OFDz3MXrsAk  [173.194.53.201]                                     ip-172-31-85-175
820   2020-10-27 12:17:43.624931  https://youtu.be/OFDz3MXrsAk  [74.125.11.104]                                      ip-172-31-43-135
869   2020-10-27 18:16:03.647560  https://youtu.be/OFDz3MXrsAk  [173.194.188.168]                                    ip-172-31-43-135
918   2020-10-28 00:15:13.211937  https://youtu.be/OFDz3MXrsAk  [173.194.188.168]                                    ip-172-31-43-135
967   2020-10-28 06:15:23.592743  https://youtu.be/OFDz3MXrsAk  [74.125.11.104]                                      ip-172-31-43-135
1016  2020-10-29 12:15:47.934826  https://youtu.be/OFDz3MXrsAk  [173.194.188.168]                                    ip-172-31-43-135
1065  2020-10-29 18:16:00.628675  https://youtu.be/OFDz3MXrsAk  [74.125.11.104]                                      ip-172-31-43-135
1114  2020-10-30 00:15:24.531202  https://youtu.be/OFDz3MXrsAk  [173.194.188.168]                                    ip-172-31-43-135
1163  2020-10-30 06:15:15.731279  https://youtu.be/OFDz3MXrsAk  [74.125.11.104]                                      ip-172-31-43-135
1212  2020-10-27 12:20:29.728193  https://youtu.be/OFDz3MXrsAk  [74.125.169.168]                                     ip-172-31-13-30
1261  2020-10-27 18:19:33.730909  https://youtu.be/OFDz3MXrsAk  [74.125.169.104]                                     ip-172-31-13-30
1310  2020-10-28 00:17:00.945364  https://youtu.be/OFDz3MXrsAk  [74.125.169.104]                                     ip-172-31-13-30
1359  2020-10-28 06:15:57.959493  https://youtu.be/OFDz3MXrsAk  [74.125.169.168]                                     ip-172-31-13-30
1408  2020-10-29 12:15:34.504627  https://youtu.be/OFDz3MXrsAk  [74.125.169.104]                                     ip-172-31-13-30
1457  2020-10-29 18:15:20.691402  https://youtu.be/OFDz3MXrsAk  [74.125.169.104]                                     ip-172-31-13-30
1506  2020-10-30 00:16:28.531667  https://youtu.be/OFDz3MXrsAk  [74.125.169.104]                                     ip-172-31-13-30
1555  2020-10-30 06:16:06.116798  https://youtu.be/OFDz3MXrsAk  [74.125.169.168]                                     ip-172-31-13-30
1603  2020-10-27 12:20:03.150953  https://youtu.be/OFDz3MXrsAk  [173.194.49.8]                                       ip-172-31-4-22
1650  2020-10-27 18:17:46.354060  https://youtu.be/OFDz3MXrsAk  [173.194.49.8]                                       ip-172-31-4-22
1698  2020-10-28 00:16:44.774243  https://youtu.be/OFDz3MXrsAk  [173.194.49.8]                                       ip-172-31-4-22
1746  2020-10-28 06:16:19.953402  https://youtu.be/OFDz3MXrsAk  [173.194.49.8]                                       ip-172-31-4-22
1794  2020-10-29 12:15:59.410172  https://youtu.be/OFDz3MXrsAk  [173.194.49.8]                                       ip-172-31-4-22
1842  2020-10-29 18:16:20.632894  https://youtu.be/OFDz3MXrsAk  [173.194.49.8]                                       ip-172-31-4-22
1890  2020-10-30 00:16:10.958403  https://youtu.be/OFDz3MXrsAk  [173.194.49.8]                                       ip-172-31-4-22
1938  2020-10-30 06:15:32.199147  https://youtu.be/OFDz3MXrsAk  [173.194.49.8]                                       ip-172-31-4-22



https://youtu.be/QT27Gvj41tw
                              ID                           Url                                IP      VantagePoint
39    2020-10-27 12:19:54.275190  https://youtu.be/QT27Gvj41tw  [74.125.170.219, 74.125.157.42]   ip-172-31-14-163
88    2020-10-27 18:17:48.162535  https://youtu.be/QT27Gvj41tw  [173.194.166.234, 74.125.157.42]  ip-172-31-14-163
137   2020-10-28 00:17:13.114162  https://youtu.be/QT27Gvj41tw  [173.194.166.234]                 ip-172-31-14-163
186   2020-10-28 06:16:48.379574  https://youtu.be/QT27Gvj41tw  [173.194.166.234]                 ip-172-31-14-163
235   2020-10-29 12:16:51.708761  https://youtu.be/QT27Gvj41tw  [74.125.170.219]                  ip-172-31-14-163
284   2020-10-29 18:16:17.789419  https://youtu.be/QT27Gvj41tw  [173.194.166.234]                 ip-172-31-14-163
333   2020-10-30 00:16:17.980767  https://youtu.be/QT27Gvj41tw  [173.194.166.234]                 ip-172-31-14-163
382   2020-10-30 06:16:03.006524  https://youtu.be/QT27Gvj41tw  [173.194.166.234]                 ip-172-31-14-163
431   2020-10-27 12:18:30.878613  https://youtu.be/QT27Gvj41tw  [173.194.7.107, 173.194.55.59]    ip-172-31-85-175
480   2020-10-27 18:16:47.650552  https://youtu.be/QT27Gvj41tw  [173.194.184.43, 173.194.55.59]   ip-172-31-85-175
529   2020-10-28 00:16:38.249213  https://youtu.be/QT27Gvj41tw  [173.194.184.43]                  ip-172-31-85-175
578   2020-10-28 06:15:58.488487  https://youtu.be/QT27Gvj41tw  [173.194.7.107]                   ip-172-31-85-175
627   2020-10-29 12:16:08.128796  https://youtu.be/QT27Gvj41tw  [173.194.7.107]                   ip-172-31-85-175
676   2020-10-29 18:16:08.626014  https://youtu.be/QT27Gvj41tw  [173.194.7.107]                   ip-172-31-85-175
725   2020-10-30 00:15:36.113614  https://youtu.be/QT27Gvj41tw  [173.194.7.107]                   ip-172-31-85-175
774   2020-10-30 06:16:09.164497  https://youtu.be/QT27Gvj41tw  [173.194.7.107]                   ip-172-31-85-175
823   2020-10-27 12:18:55.268333  https://youtu.be/QT27Gvj41tw  [173.194.187.10, 173.194.187.10]  ip-172-31-43-135
872   2020-10-27 18:17:24.226047  https://youtu.be/QT27Gvj41tw  [173.194.188.74, 173.194.187.10]  ip-172-31-43-135
921   2020-10-28 00:16:23.913953  https://youtu.be/QT27Gvj41tw  [173.194.188.74]                  ip-172-31-43-135
970   2020-10-28 06:16:34.452620  https://youtu.be/QT27Gvj41tw  [173.194.188.74]                  ip-172-31-43-135
1019  2020-10-29 12:17:10.598923  https://youtu.be/QT27Gvj41tw  [173.194.187.10]                  ip-172-31-43-135
1068  2020-10-29 18:17:30.091946  https://youtu.be/QT27Gvj41tw  [173.194.188.74]                  ip-172-31-43-135
